movie_id,title,release_year,duration,genre
563,Stephen King's The Langoliers (1995),1995,120,genre_11
564,Tales from the Hood (1995),1995,120,genre_5
565,Village of the Damned (1995),1995,120,genre_11
566,Clear and Present Danger (1994),1994,120,genre_1
567,Wes Craven's New Nightmare (1994),1994,120,genre_11
568,Speed (1994),1994,120,genre_1
569,Wolf (1994),1994,120,genre_8
570,Wyatt Earp (1994),1994,120,genre_18
571,Another Stakeout (1993),1993,120,genre_5
572,Blown Away (1994),1994,120,genre_1
573,Body Snatchers (1993),1993,120,genre_11
574,Boxing Helena (1993),1993,120,genre_13
575,City Slickers II: The Legend of Curly's Gold (1994),1994,120,genre_5
576,Cliffhanger (1993),1993,120,genre_1
577,Coneheads (1993),1993,120,genre_5
578,Demolition Man (1993),1993,120,genre_1
579,Fatal Instinct (1993),1993,120,genre_5
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",1995,120,genre_5
581,Kalifornia (1993),1993,120,genre_8
582,"Piano, The (1993)",1993,120,genre_8
583,Romeo Is Bleeding (1993),1993,120,genre_6
584,"Secret Garden, The (1993)",1993,120,genre_4
585,Son in Law (1993),1993,120,genre_5
586,Terminal Velocity (1994),1994,120,genre_1
587,"Hour of the Pig, The (1993)",1993,120,genre_8
588,Beauty and the Beast (1991),1991,120,genre_3
589,"Wild Bunch, The (1969)",1969,120,genre_18
590,Hellraiser: Bloodline (1996),1996,120,genre_1
591,Primal Fear (1996),1996,120,genre_8
592,True Crime (1995),1995,120,genre_13
593,Stalingrad (1993),1993,120,genre_17
594,Heavy (1995),1996,120,genre_8
595,"Fan, The (1996)",1996,120,genre_16
596,"Hunchback of Notre Dame, The (1996)",1996,120,genre_3
597,Eraser (1996),1996,120,genre_1
598,"Big Squeeze, The (1996)",1996,120,genre_5
599,Police Story 4: Project S (Chao ji ji hua) (1993),1996,120,genre_1
600,Daniel Defoe's Robinson Crusoe (1996),1996,120,genre_4
601,For Whom the Bell Tolls (1943),1943,120,genre_2
602,"American in Paris, An (1951)",1951,120,genre_12
603,Rear Window (1954),1954,120,genre_13
604,It Happened One Night (1934),1934,120,genre_5
605,Meet Me in St. Louis (1944),1944,120,genre_12
606,All About Eve (1950),1950,120,genre_8
607,Rebecca (1940),1940,120,genre_14
608,Spellbound (1945),1945,120,genre_13
609,Father of the Bride (1950),1950,120,genre_5
610,Gigi (1958),1958,120,genre_12
611,Laura (1944),1944,120,genre_6
612,Lost Horizon (1937),1937,120,genre_8
613,My Man Godfrey (1936),1936,120,genre_5
614,Giant (1956),1956,120,genre_8
615,"39 Steps, The (1935)",1935,120,genre_16
616,Night of the Living Dead (1968),1968,120,genre_11
617,"Blue Angel, The (Blaue Engel, Der) (1930)",1930,120,genre_8
618,Picnic (1955),1955,120,genre_8
619,Extreme Measures (1996),1996,120,genre_8
620,"Chamber, The (1996)",1996,120,genre_8
621,"Davy Crockett, King of the Wild Frontier (1955)",1955,120,genre_18
622,Swiss Family Robinson (1960),1960,120,genre_2
623,Angels in the Outfield (1994),1994,120,genre_4
624,"Three Caballeros, The (1945)",1945,120,genre_3
625,"Sword in the Stone, The (1963)",1963,120,genre_3
626,So Dear to My Heart (1949),1949,120,genre_4
627,Robin Hood: Prince of Thieves (1991),1991,120,genre_8
628,Sleepers (1996),1996,120,genre_6
629,Victor/Victoria (1982),1982,120,genre_5
630,"Great Race, The (1965)",1965,120,genre_5
631,"Crying Game, The (1992)",1992,120,genre_1
632,Sophie's Choice (1982),1982,120,genre_8
633,"Christmas Carol, A (1938)",1938,120,genre_8
634,Microcosmos: Le peuple de l'herbe (1996),1996,120,genre_7
635,"Fog, The (1980)",1980,120,genre_11
636,Escape from New York (1981),1981,120,genre_1
637,"Howling, The (1981)",1981,120,genre_5
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982,120,genre_8
639,"Tin Drum, The (Blechtrommel, Die) (1979)",1979,120,genre_8
640,"Cook the Thief His Wife & Her Lover, The (1989)",1989,120,genre_8
641,Paths of Glory (1957),1957,120,genre_8
642,"Grifters, The (1990)",1990,120,genre_6
643,The Innocent (1994),1994,120,genre_8
644,"Thin Blue Line, The (1988)",1988,120,genre_7
645,Paris Is Burning (1990),1990,120,genre_7
646,Once Upon a Time in the West (1969),1969,120,genre_18
647,Ran (1985),1985,120,genre_8
648,"Quiet Man, The (1952)",1952,120,genre_5
649,Once Upon a Time in America (1984),1984,120,genre_6
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957,120,genre_8
651,Glory (1989),1989,120,genre_1
652,Rosencrantz and Guildenstern Are Dead (1990),1990,120,genre_5
653,Touch of Evil (1958),1958,120,genre_6
654,Chinatown (1974),1974,120,genre_10
655,Stand by Me (1986),1986,120,genre_2
656,M (1931),1931,120,genre_6
657,"Manchurian Candidate, The (1962)",1962,120,genre_10
658,Pump Up the Volume (1990),1990,120,genre_8
659,Arsenic and Old Lace (1944),1944,120,genre_5
660,Fried Green Tomatoes (1991),1991,120,genre_8
661,High Noon (1952),1952,120,genre_18
662,Somewhere in Time (1980),1980,120,genre_8
663,Being There (1979),1979,120,genre_5
664,"Paris, Texas (1984)",1984,120,genre_8
665,Alien 3 (1992),1992,120,genre_1
666,Blood For Dracula (Andy Warhol's Dracula) (1974),1974,120,genre_11
667,Audrey Rose (1977),1977,120,genre_11
668,Blood Beach (1981),1981,120,genre_1
669,Body Parts (1991),1991,120,genre_11
670,Body Snatchers (1993),1993,120,genre_11
671,Bride of Frankenstein (1935),1935,120,genre_11
672,Candyman (1992),1992,120,genre_11
673,Cape Fear (1962),1962,120,genre_10
674,Cat People (1982),1982,120,genre_11
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1922,120,genre_11
676,"Crucible, The (1996)",1996,120,genre_8
677,Fire on the Mountain (1996),1997,120,genre_7
678,Volcano (1997),1997,120,genre_8
679,Conan the Barbarian (1981),1981,120,genre_1
680,Kull the Conqueror (1997),1997,120,genre_1
681,Wishmaster (1997),1997,120,genre_11
682,I Know What You Did Last Summer (1997),1997,120,genre_11
683,Rocket Man (1997),1997,120,genre_5
684,In the Line of Fire (1993),1993,120,genre_1
685,Executive Decision (1996),1996,120,genre_1
686,"Perfect World, A (1993)",1993,120,genre_1
687,McHale's Navy (1997),1997,120,genre_5
688,Leave It to Beaver (1997),1997,120,genre_5
689,"Jackal, The (1997)",1997,120,genre_1
690,Seven Years in Tibet (1997),1997,120,genre_8
691,Dark City (1998),1998,120,genre_10
692,"American President, The (1995)",1995,120,genre_5
693,Casino (1995),1995,120,genre_8
694,Persuasion (1995),1995,120,genre_14
695,Kicking and Screaming (1995),1995,120,genre_5
696,City Hall (1996),1996,120,genre_8
697,"Basketball Diaries, The (1995)",1995,120,genre_8
698,"Browning Version, The (1994)",1994,120,genre_8
699,Little Women (1994),1994,120,genre_8
700,Miami Rhapsody (1995),1995,120,genre_5
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",1993,120,genre_7
702,Barcelona (1994),1994,120,genre_5
703,Widows' Peak (1994),1994,120,genre_8
704,"House of the Spirits, The (1993)",1993,120,genre_8
705,Singin' in the Rain (1952),1952,120,genre_12
706,Bad Moon (1996),1996,120,genre_11
707,Enchanted April (1991),1991,120,genre_8
708,"Sex, Lies, and Videotape (1989)",1989,120,genre_8
709,Strictly Ballroom (1992),1992,120,genre_5
710,Better Off Dead... (1985),1985,120,genre_5
711,"Substance of Fire, The (1996)",1996,120,genre_8
712,Tin Men (1987),1987,120,genre_5
713,Othello (1995),1995,120,genre_8
714,Carrington (1995),1995,120,genre_8
715,To Die For (1995),1995,120,genre_5
716,Home for the Holidays (1995),1995,120,genre_8
717,"Juror, The (1996)",1996,120,genre_8
718,In the Bleak Midwinter (1995),1996,120,genre_5
719,Canadian Bacon (1994),1994,120,genre_5
720,First Knight (1995),1995,120,genre_1
721,Mallrats (1995),1995,120,genre_5
722,Nine Months (1995),1995,120,genre_5
723,Boys on the Side (1995),1995,120,genre_5
724,Circle of Friends (1995),1995,120,genre_8
725,Exit to Eden (1994),1994,120,genre_5
726,Fluke (1995),1995,120,genre_4
727,Immortal Beloved (1994),1994,120,genre_8
728,Junior (1994),1994,120,genre_5
729,Nell (1994),1994,120,genre_8
730,"Queen Margot (Reine Margot, La) (1994)",1996,120,genre_8
731,"Corrina, Corrina (1994)",1994,120,genre_5
732,Dave (1993),1993,120,genre_5
733,Go Fish (1994),1994,120,genre_8
734,Made in America (1993),1993,120,genre_5
735,Philadelphia (1993),1993,120,genre_8
736,Shadowlands (1993),1993,120,genre_8
737,Sirens (1994),1994,120,genre_5
738,Threesome (1994),1994,120,genre_5
739,Pretty Woman (1990),1990,120,genre_5
740,Jane Eyre (1996),1996,120,genre_8
741,"Last Supper, The (1995)",1996,120,genre_8
742,Ransom (1996),1996,120,genre_8
743,"Crow: City of Angels, The (1996)",1996,120,genre_1
744,Michael Collins (1996),1996,120,genre_8
745,"Ruling Class, The (1972)",1972,120,genre_5
746,Real Genius (1985),1985,120,genre_5
747,Benny & Joon (1993),1993,120,genre_5
748,"Saint, The (1997)",1997,120,genre_1
749,"MatchMaker, The (1997)",1997,120,genre_5
750,Amistad (1997),1997,120,genre_8
751,Tomorrow Never Dies (1997),1997,120,genre_1
752,"Replacement Killers, The (1998)",1998,120,genre_1
753,Burnt By the Sun (1994),1994,120,genre_8
754,Red Corner (1997),1997,120,genre_6
755,Jumanji (1995),1995,120,genre_1
756,Father of the Bride Part II (1995),1995,120,genre_5
757,Across the Sea of Time (1995),1995,120,genre_7
758,Lawnmower Man 2: Beyond Cyberspace (1996),1996,120,genre_15
759,Fair Game (1995),1995,120,genre_1
760,Screamers (1995),1995,120,genre_15
761,Nick of Time (1995),1995,120,genre_1
762,Beautiful Girls (1996),1996,120,genre_8
763,Happy Gilmore (1996),1996,120,genre_5
764,If Lucy Fell (1996),1996,120,genre_5
765,Boomerang (1992),1992,120,genre_5
766,Man of the Year (1995),1996,120,genre_7
767,"Addiction, The (1995)",1995,120,genre_11
768,Casper (1995),1995,120,genre_2
769,Congo (1995),1995,120,genre_1
770,Devil in a Blue Dress (1995),1995,120,genre_6
771,Johnny Mnemonic (1995),1995,120,genre_1
772,Kids (1995),1995,120,genre_8
773,Mute Witness (1994),1994,120,genre_16
774,"Prophecy, The (1995)",1995,120,genre_11
775,Something to Talk About (1995),1995,120,genre_5
776,Three Wishes (1995),1995,120,genre_8
777,Castle Freak (1995),1995,120,genre_11
778,Don Juan DeMarco (1995),1995,120,genre_5
779,Drop Zone (1994),1994,120,genre_1
780,Dumb & Dumber (1994),1994,120,genre_5
781,French Kiss (1995),1995,120,genre_5
782,Little Odessa (1994),1994,120,genre_8
783,Milk Money (1994),1994,120,genre_5
784,Beyond Bedlam (1993),1993,120,genre_8
785,Only You (1994),1994,120,genre_5
786,"Perez Family, The (1995)",1995,120,genre_5
787,Roommates (1995),1995,120,genre_5
788,Relative Fear (1994),1994,120,genre_11
789,Swimming with Sharks (1995),1995,120,genre_5
790,Tommy Boy (1995),1995,120,genre_5
791,"Baby-Sitters Club, The (1995)",1995,120,genre_4
792,Bullets Over Broadway (1994),1994,120,genre_5
793,Crooklyn (1994),1994,120,genre_5
794,It Could Happen to You (1994),1994,120,genre_8
795,Richie Rich (1994),1994,120,genre_4
796,Speechless (1994),1994,120,genre_5
797,Timecop (1994),1994,120,genre_1
798,Bad Company (1995),1995,120,genre_1
799,Boys Life (1995),1995,120,genre_8
800,In the Mouth of Madness (1995),1995,120,genre_11
801,"Air Up There, The (1994)",1994,120,genre_5
802,Hard Target (1993),1993,120,genre_1
803,Heaven & Earth (1993),1993,120,genre_1
804,Jimmy Hollywood (1994),1994,120,genre_5
805,Manhattan Murder Mystery (1993),1993,120,genre_5
806,Menace II Society (1993),1993,120,genre_1
807,Poetic Justice (1993),1993,120,genre_8
808,"Program, The (1993)",1993,120,genre_1
809,Rising Sun (1993),1993,120,genre_1
810,"Shadow, The (1994)",1994,120,genre_1
811,Thirty-Two Short Films About Glenn Gould (1993),1993,120,genre_7
812,Andre (1994),1994,120,genre_2
813,"Celluloid Closet, The (1995)",1996,120,genre_7
814,"Great Day in Harlem, A (1994)",1994,120,genre_7
815,One Fine Day (1996),1996,120,genre_8
816,Candyman: Farewell to the Flesh (1995),1995,120,genre_11
817,Frisk (1995),1996,120,genre_8
818,Girl 6 (1996),1996,120,genre_5
819,Eddie (1996),1996,120,genre_5
820,Space Jam (1996),1996,120,genre_2
821,Mrs. Winterbourne (1996),1996,120,genre_5
822,Faces (1968),1968,120,genre_8
823,Mulholland Falls (1996),1996,120,genre_6
824,"Great White Hype, The (1996)",1996,120,genre_5
825,"Arrival, The (1996)",1996,120,genre_1
826,"Phantom, The (1996)",1996,120,genre_2
827,Daylight (1996),1996,120,genre_1
828,Alaska (1996),1996,120,genre_2
829,Fled (1996),1996,120,genre_1
830,Power 98 (1995),1996,120,genre_1
831,Escape from L.A. (1996),1996,120,genre_1
832,Bogus (1996),1996,120,genre_4
833,Bulletproof (1996),1996,120,genre_1
834,Halloween: The Curse of Michael Myers (1995),1995,120,genre_11
835,"Gay Divorcee, The (1934)",1934,120,genre_5
836,Ninotchka (1939),1939,120,genre_5
837,Meet John Doe (1941),1941,120,genre_8
838,In the Line of Duty 2 (1987),1996,120,genre_1
839,Loch Ness (1995),1995,120,genre_11
840,Last Man Standing (1996),1996,120,genre_1
841,"Glimmer Man, The (1996)",1996,120,genre_1
842,Pollyanna (1960),1960,120,genre_4
843,"Shaggy Dog, The (1959)",1959,120,genre_4
844,Freeway (1996),1996,120,genre_6
845,That Thing You Do! (1996),1996,120,genre_5
846,To Gillian on Her 37th Birthday (1996),1996,120,genre_8
847,Looking for Richard (1996),1996,120,genre_7
848,"Murder, My Sweet (1944)",1944,120,genre_10
849,Days of Thunder (1990),1990,120,genre_1
850,"Perfect Candidate, A (1996)",1996,120,genre_7
851,Two or Three Things I Know About Her (1966),1966,120,genre_8
852,"Bloody Child, The (1996)",1996,120,genre_8
853,Braindead (1992),1992,120,genre_5
854,Bad Taste (1987),1987,120,genre_5
855,Diva (1981),1981,120,genre_1
856,Night on Earth (1991),1991,120,genre_5
857,Paris Was a Woman (1995),1996,120,genre_7
858,Amityville: Dollhouse (1996),1996,120,genre_11
859,April Fool's Day (1986),1986,120,genre_5
860,"Believers, The (1987)",1987,120,genre_11
861,Nosferatu a Venezia (1986),1986,120,genre_11
862,Jingle All the Way (1996),1996,120,genre_2
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1996,120,genre_8
864,My Fellow Americans (1996),1996,120,genre_5
865,"Ice Storm, The (1997)",1997,120,genre_8
866,Michael (1996),1996,120,genre_5
867,"Whole Wide World, The (1996)",1996,120,genre_8
868,Hearts and Minds (1996),1997,120,genre_8
869,Fools Rush In (1997),1997,120,genre_5
870,Touch (1997),1997,120,genre_14
871,Vegas Vacation (1997),1997,120,genre_5
872,Love Jones (1997),1997,120,genre_14
873,Picture Perfect (1997),1997,120,genre_5
874,Career Girls (1997),1997,120,genre_8
875,She's So Lovely (1997),1997,120,genre_8
876,Money Talks (1997),1997,120,genre_1
877,Excess Baggage (1997),1997,120,genre_2
878,That Darn Cat! (1997),1997,120,genre_4
879,"Peacemaker, The (1997)",1997,120,genre_1
880,Soul Food (1997),1997,120,genre_8
881,Money Talks (1997),1997,120,genre_1
882,Washington Square (1997),1997,120,genre_8
883,Telling Lies in America (1997),1997,120,genre_8
884,Year of the Horse (1997),1997,120,genre_7
885,Phantoms (1998),1998,120,genre_11
886,"Life Less Ordinary, A (1997)",1997,120,genre_14
887,Eve's Bayou (1997),1997,120,genre_8
888,One Night Stand (1997),1997,120,genre_8
889,"Tango Lesson, The (1997)",1997,120,genre_14
890,Mortal Kombat: Annihilation (1997),1997,120,genre_1
891,Bent (1997),1997,120,genre_8
892,Flubber (1997),1997,120,genre_4
893,For Richer or Poorer (1997),1997,120,genre_5
894,Home Alone 3 (1997),1997,120,genre_4
895,Scream 2 (1997),1997,120,genre_11
896,"Sweet Hereafter, The (1997)",1997,120,genre_8
897,Time Tracers (1995),1995,120,genre_1
898,"Postman, The (1997)",1997,120,genre_8
899,"Winter Guest, The (1997)",1997,120,genre_8
900,Kundun (1997),1997,120,genre_8
901,Mr. Magoo (1997),1997,120,genre_5
902,"Big Lebowski, The (1998)",1997,120,genre_5
903,Afterglow (1997),1997,120,genre_8
904,Ma vie en rose (My Life in Pink) (1997),1997,120,genre_5
905,Great Expectations (1998),1998,120,genre_8
906,Oscar & Lucinda (1997),1997,120,genre_8
907,Vermin (1998),1997,120,genre_5
908,Half Baked (1998),1998,120,genre_5
909,Dangerous Beauty (1998),1998,120,genre_8
910,Nil By Mouth (1997),1998,120,genre_8
911,Twilight (1998),1998,120,genre_6
912,U.S. Marshalls (1998),1998,120,genre_1
913,Love and Death on Long Island (1997),1998,120,genre_5
914,Wild Things (1998),1998,120,genre_6
915,Primary Colors (1998),1998,120,genre_8
916,Lost in Space (1998),1998,120,genre_1
917,Mercury Rising (1998),1998,120,genre_1
918,City of Angels (1998),1998,120,genre_14
919,"City of Lost Children, The (1995)",1995,120,genre_2
920,Two Bits (1995),1995,120,genre_8
921,Farewell My Concubine (1993),1993,120,genre_8
922,Dead Man (1995),1996,120,genre_18
923,Raise the Red Lantern (1991),1991,120,genre_8
924,White Squall (1996),1996,120,genre_2
925,Unforgettable (1996),1996,120,genre_15
926,Down Periscope (1996),1996,120,genre_5
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",1996,120,genre_8
928,"Craft, The (1996)",1996,120,genre_8
929,Harriet the Spy (1996),1996,120,genre_4
930,Chain Reaction (1996),1996,120,genre_1
931,"Island of Dr. Moreau, The (1996)",1996,120,genre_15
932,First Kid (1996),1996,120,genre_4
933,"Funeral, The (1996)",1996,120,genre_8
934,"Preacher's Wife, The (1996)",1996,120,genre_8
935,Paradise Road (1997),1997,120,genre_8
936,Brassed Off (1996),1997,120,genre_5
937,"Thousand Acres, A (1997)",1997,120,genre_8
938,"Smile Like Yours, A (1997)",1997,120,genre_5
939,Murder in the First (1995),1995,120,genre_8
940,Airheads (1994),1994,120,genre_5
941,With Honors (1994),1994,120,genre_5
942,What's Love Got to Do with It (1993),1993,120,genre_8
943,Killing Zoe (1994),1994,120,genre_16
944,Renaissance Man (1994),1994,120,genre_5
945,Charade (1963),1963,120,genre_5
946,"Fox and the Hound, The (1981)",1981,120,genre_3
947,"Big Blue, The (Grand bleu, Le) (1988)",1988,120,genre_2
948,Booty Call (1997),1997,120,genre_5
949,How to Make an American Quilt (1995),1995,120,genre_8
950,Georgia (1995),1995,120,genre_8
951,"Indian in the Cupboard, The (1995)",1995,120,genre_2
952,Blue in the Face (1995),1995,120,genre_5
953,Unstrung Heroes (1995),1995,120,genre_5
954,Unzipped (1995),1995,120,genre_7
955,Before Sunrise (1995),1995,120,genre_8
956,Nobody's Fool (1994),1994,120,genre_8
957,Pushing Hands (1992),1992,120,genre_5
958,To Live (Huozhe) (1994),1994,120,genre_8
959,Dazed and Confused (1993),1993,120,genre_5
960,Naked (1993),1993,120,genre_8
961,Orlando (1993),1993,120,genre_8
962,Ruby in Paradise (1993),1993,120,genre_8
963,Some Folks Call It a Sling Blade (1993),1993,120,genre_8
964,"Month by the Lake, A (1995)",1995,120,genre_5
965,Funny Face (1957),1957,120,genre_5
966,"Affair to Remember, An (1957)",1957,120,genre_14
967,Little Lord Fauntleroy (1936),1936,120,genre_8
968,"Inspector General, The (1949)",1949,120,genre_12
969,Winnie the Pooh and the Blustery Day (1968),1968,120,genre_3
970,Hear My Song (1991),1991,120,genre_5
971,Mediterraneo (1991),1991,120,genre_5
972,Passion Fish (1992),1992,120,genre_8
973,Grateful Dead (1995),1996,120,genre_7
974,Eye for an Eye (1996),1996,120,genre_8
975,Fear (1996),1996,120,genre_16
976,Solo (1996),1996,120,genre_1
977,"Substitute, The (1996)",1996,120,genre_1
978,Heaven's Prisoners (1996),1996,120,genre_13
979,"Trigger Effect, The (1996)",1996,120,genre_8
980,Mother Night (1996),1996,120,genre_8
981,Dangerous Ground (1997),1996,120,genre_8
982,Maximum Risk (1996),1996,120,genre_1
983,"Rich Man's Wife, The (1996)",1996,120,genre_16
984,Shadow Conspiracy (1997),1997,120,genre_16
985,Blood & Wine (1997),1996,120,genre_8
986,Turbulence (1997),1997,120,genre_16
987,Underworld (1997),1997,120,genre_16
988,"Beautician and the Beast, The (1997)",1997,120,genre_5
989,Cats Don't Dance (1997),1997,120,genre_3
990,Anna Karenina (1997),1997,120,genre_8
991,Keys to Tulsa (1997),1997,120,genre_6
992,Head Above Water (1996),1997,120,genre_5
993,Hercules (1997),1997,120,genre_2
994,"Last Time I Committed Suicide, The (1997)",1997,120,genre_8
995,"Kiss Me, Guido (1997)",1997,120,genre_5
996,"Big Green, The (1995)",1995,120,genre_4
997,Stuart Saves His Family (1995),1995,120,genre_5
998,Cabin Boy (1994),1994,120,genre_5
999,Clean Slate (1994),1994,120,genre_5
1000,Lightning Jack (1994),1994,120,genre_5
1001,"Stupids, The (1996)",1996,120,genre_5
1002,"Pest, The (1997)",1997,120,genre_5
1003,That Darn Cat! (1997),1997,120,genre_4
1004,Geronimo: An American Legend (1993),1993,120,genre_8
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",1991,120,genre_8
1006,Until the End of the World (Bis ans Ende der Welt) (1991),1991,120,genre_8
1007,Waiting for Guffman (1996),1997,120,genre_5
1008,I Shot Andy Warhol (1996),1996,120,genre_8
1009,Stealing Beauty (1996),1996,120,genre_8
1010,Basquiat (1996),1996,120,genre_8
1011,2 Days in the Valley (1996),1996,120,genre_6
1012,Private Parts (1997),1997,120,genre_5
1013,Anaconda (1997),1997,120,genre_1
1014,Romy and Michele's High School Reunion (1997),1997,120,genre_5
1015,Shiloh (1997),1997,120,genre_4
1016,Con Air (1997),1997,120,genre_1
1017,Trees Lounge (1996),1996,120,genre_8
1018,Tie Me Up! Tie Me Down! (1990),1990,120,genre_8
1019,"Die xue shuang xiong (Killer, The) (1989)",1989,120,genre_1
1020,Gaslight (1944),1944,120,genre_13
1021,8 1/2 (1963),1963,120,genre_8
1022,"Fast, Cheap & Out of Control (1997)",1997,120,genre_7
1023,Fathers' Day (1997),1997,120,genre_5
1024,Mrs. Dalloway (1997),1997,120,genre_14
1025,Fire Down Below (1997),1997,120,genre_1
1026,"Lay of the Land, The (1997)",1997,120,genre_5
1027,"Shooter, The (1995)",1995,120,genre_1
1028,Grumpier Old Men (1995),1995,120,genre_5
1029,Jury Duty (1995),1995,120,genre_5
1030,"Beverly Hillbillies, The (1993)",1993,120,genre_5
1031,Lassie (1994),1994,120,genre_2
1032,Little Big League (1994),1994,120,genre_4
1033,Homeward Bound II: Lost in San Francisco (1996),1996,120,genre_2
1034,"Quest, The (1996)",1996,120,genre_1
1035,Cool Runnings (1993),1993,120,genre_5
1036,Drop Dead Fred (1991),1991,120,genre_5
1037,Grease 2 (1982),1982,120,genre_5
1038,Switchback (1997),1997,120,genre_16
1039,Hamlet (1996),1997,120,genre_8
1040,Two if by Sea (1996),1996,120,genre_5
1041,Forget Paris (1995),1995,120,genre_5
1042,Just Cause (1995),1995,120,genre_13
1043,Rent-a-Kid (1995),1995,120,genre_5
1044,"Paper, The (1994)",1994,120,genre_5
1045,Fearless (1993),1993,120,genre_8
1046,Malice (1993),1993,120,genre_16
1047,Multiplicity (1996),1996,120,genre_5
1048,She's the One (1996),1996,120,genre_5
1049,House Arrest (1996),1996,120,genre_5
1050,"Ghost and Mrs. Muir, The (1947)",1947,120,genre_8
1051,"Associate, The (1996)",1996,120,genre_5
1052,Dracula: Dead and Loving It (1995),1995,120,genre_5
1053,Now and Then (1995),1995,120,genre_8
1054,Mr. Wrong (1996),1996,120,genre_5
1055,"Simple Twist of Fate, A (1994)",1994,120,genre_8
1056,Cronos (1992),1992,120,genre_11
1057,"Pallbearer, The (1996)",1996,120,genre_5
1058,"War, The (1994)",1994,120,genre_2
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,120,genre_5
1060,"Adventures of Pinocchio, The (1996)",1996,120,genre_2
1061,"Evening Star, The (1996)",1996,120,genre_5
1062,Four Days in September (1997),1998,120,genre_8
1063,"Little Princess, A (1995)",1995,120,genre_4
1064,Crossfire (1947),1947,120,genre_6
1065,Koyaanisqatsi (1983),1983,120,genre_7
1066,Balto (1995),1995,120,genre_3
1067,Bottle Rocket (1996),1996,120,genre_5
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",1996,120,genre_8
1069,Amateur (1994),1994,120,genre_6
1070,Living in Oblivion (1995),1995,120,genre_5
1071,Party Girl (1995),1995,120,genre_5
1072,"Pyromaniac's Love Story, A (1995)",1995,120,genre_5
1073,Shallow Grave (1994),1994,120,genre_16
1074,Reality Bites (1994),1994,120,genre_5
1075,"Man of No Importance, A (1994)",1994,120,genre_8
1076,"Pagemaster, The (1994)",1994,120,genre_1
1077,Love and a .45 (1994),1994,120,genre_16
1078,Oliver & Company (1988),1988,120,genre_3
1079,Joe's Apartment (1996),1996,120,genre_5
1080,Celestial Clockwork (1994),1996,120,genre_5
1081,Curdled (1996),1996,120,genre_6
1082,Female Perversions (1996),1997,120,genre_8
1083,Albino Alligator (1996),1997,120,genre_6
1084,Anne Frank Remembered (1995),1996,120,genre_7
1085,Carried Away (1996),1996,120,genre_8
1086,It's My Party (1995),1996,120,genre_8
1087,Bloodsport 2 (1995),1996,120,genre_1
1088,Double Team (1997),1997,120,genre_1
1089,Speed 2: Cruise Control (1997),1997,120,genre_1
1090,Sliver (1993),1993,120,genre_16
1091,Pete's Dragon (1977),1977,120,genre_2
1092,Dear God (1996),1996,120,genre_5
1093,Live Nude Girls (1995),1996,120,genre_5
1094,"Thin Line Between Love and Hate, A (1996)",1996,120,genre_5
1095,High School High (1996),1996,120,genre_5
1096,Commandments (1997),1997,120,genre_14
1097,"Hate (Haine, La) (1995)",1996,120,genre_8
1098,Flirting With Disaster (1996),1996,120,genre_5
1099,"Red Firecracker, Green Firecracker (1994)",1994,120,genre_8
1100,What Happened Was... (1994),1994,120,genre_5
1101,Six Degrees of Separation (1993),1993,120,genre_8
1102,Two Much (1996),1996,120,genre_5
1103,Trust (1990),1990,120,genre_5
1104,C'est arrivé près de chez vous (1992),1992,120,genre_5
1105,Firestorm (1998),1998,120,genre_1
1106,"Newton Boys, The (1998)",1998,120,genre_6
1107,Beyond Rangoon (1995),1995,120,genre_8
1108,Feast of July (1995),1995,120,genre_8
1109,Death and the Maiden (1994),1994,120,genre_8
1110,Tank Girl (1995),1995,120,genre_1
1111,Double Happiness (1994),1996,120,genre_8
1112,Cobb (1994),1994,120,genre_8
1113,Mrs. Parker and the Vicious Circle (1994),1994,120,genre_8
1114,Faithful (1996),1996,120,genre_5
1115,Twelfth Night (1996),1996,120,genre_5
1116,"Mark of Zorro, The (1940)",1940,120,genre_2
1117,Surviving Picasso (1996),1996,120,genre_8
1118,Up in Smoke (1978),1978,120,genre_5
1119,Some Kind of Wonderful (1987),1987,120,genre_8
1120,I'm Not Rappaport (1996),1996,120,genre_5
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1996,120,genre_8
1122,They Made Me a Criminal (1939),1939,120,genre_6
1123,"Last Time I Saw Paris, The (1954)",1954,120,genre_8
1124,"Farewell to Arms, A (1932)",1932,120,genre_14
1125,"Innocents, The (1961)",1961,120,genre_16
1126,"Old Man and the Sea, The (1958)",1958,120,genre_2
1127,"Truman Show, The (1998)",1998,120,genre_8
1128,Heidi Fleiss: Hollywood Madam (1995) ,1996,120,genre_7
1129,Chungking Express (1994),1996,120,genre_8
1130,Jupiter's Wife (1994),1996,120,genre_7
